Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,MA20,MA100,Month,Volatility,MA_20,MA_50,Trend_Strength,Volatility_20,Volatility_50
2003-01-13,41.806388569048266,42.196756170398025,40.337868233376085,41.741329193115234,2421496,0.0,0.0,0.010121674446427642,41.35467128753662,32.45394496917724,1,1.85888793702194,,,,,
2003-01-14,42.178147533773306,43.59090287671925,42.01084882788294,42.29897689819336,2239360,0.0,0.0,0.01335960583569773,41.63303909301758,32.57133367538452,1,1.5800540488363095,,,,,
2003-01-15,42.64285469860227,43.59088793757584,42.40120172545294,43.14475631713867,2759760,0.0,0.0,0.01999526893950554,41.97089138031006,32.69690118789673,1,1.1896862121229006,,,,,
2003-01-16,43.47008015471804,44.76200624635731,42.77299742508136,43.75820541381836,2842656,0.0,0.0,0.014218392895082976,42.18559303283691,32.828603191375734,1,1.989008821275952,,,,,
2003-01-17,43.21913449113565,43.86974511788393,42.58711387401221,42.77300262451172,1284144,0.0,0.0,-0.02251469821464669,42.33476886749268,32.928797245025635,1,1.2826312438717196,,,,,
2003-01-20,42.568504290682434,42.7358029546304,41.09998497156077,41.406700134277344,928872,0.0,0.0,-0.03194310444437665,42.486267280578616,33.01198236465454,1,1.635817983069629,,,,,
2003-01-21,41.46248619821324,42.05732963011416,40.15196994521395,40.32856369018555,1147240,0.0,0.0,-0.02603772917415592,42.50485630035401,33.09990770339966,1,1.905359684900212,,,,,
2003-01-22,40.672470538844216,41.45320294176016,40.20774853277067,40.50516891479492,1081352,0.0,0.0,0.0043791597926994275,42.53227558135986,33.18272127151489,1,1.245454408989488,,,,,
2003-01-23,39.96608108850781,40.50515732675466,38.4975611040166,39.01804733276367,1001872,0.0,0.0,-0.036714365644530456,42.428642463684085,33.252615451812744,1,2.0075962227380657,42.428642463684085,,,,
2003-01-24,39.129574385694255,39.761594880152174,37.0940935300678,37.62387466430664,1436848,0.0,0.0,-0.0357314823206526,42.3017728805542,33.320464763641354,1,2.667501350084372,42.301772880554196,,,3.266714247146587,
2003-01-27,35.69062955590928,37.15914911660391,34.40799869081835,35.00284194946289,916832,0.0,0.0,-0.06966408266637925,41.92720642089844,33.3661003112793,1,2.751150425785561,41.927206420898436,,,3.263498025063718,
2003-01-28,35.792872463066736,37.73540895789778,34.38941210448813,37.44728088378906,2043224,0.0,0.0,0.06983544187227575,41.56472244262695,33.4361802482605,1,3.345996853409652,41.56472244262695,,,3.4594183751715177,
2003-01-29,37.56810487126682,38.10718093034104,36.09958253843094,36.38771057128906,1370440,0.0,0.0,-0.028294986645043374,41.1130126953125,33.48795007705689,1,2.0075983919101006,41.1130126953125,,,3.4369093766070486,
2003-01-30,36.26690722987607,37.99567085865639,36.26690722987607,36.94540023803711,1203464,0.0,0.0,0.015326319188327275,40.79282016754151,33.54371692657471,1,1.728763628780321,40.79282016754151,,,3.378416932113622,
2003-01-31,36.24830339885893,37.26139643938579,35.82075874020037,36.05311965942383,1083040,0.0,0.0,-0.02415133068973052,40.40152339935303,33.59948358535767,1,1.440637699185423,40.401523399353025,,,3.3650157894463213,
2003-02-03,36.29477388758859,39.01804259912485,36.15535734256584,38.80427169799805,1566808,0.0,0.0,0.07630829355581437,40.21284580230713,33.68871015548706,2,2.862685256559004,40.21284580230713,,,3.828801765074599,
2003-02-04,38.8507443640394,39.761598001635896,37.18704080664662,37.586700439453125,1311144,0.0,0.0,-0.0313772480519906,39.98791942596436,33.757024269104,2,2.574557194989275,39.98791942596436,,,3.8749262146263828,
2003-02-05,36.9918764151095,37.549542893729246,36.31338333403084,36.8896369934082,845080,0.0,0.0,-0.018545481191353685,39.65285587310791,33.827847995758056,2,1.2361595596984074,39.65285587310791,,,3.763379447284217,
2003-02-06,36.94539086958367,37.846952485756006,36.52714116162612,37.6331787109375,946624,0.0,0.0,0.020155842619491215,39.333591842651366,33.908616638183595,2,1.319811324129887,39.333591842651366,,,3.7956081005268434,
2003-02-07,37.27999355319128,38.59980212407828,36.85244881304125,37.27069854736328,1023440,0.0,0.0,-0.009631930546139866,39.13097324371338,33.99059373855591,2,1.7473533110370312,39.13097324371338,,,3.577570182015341,
2003-02-10,36.805963820967534,37.345039934275775,35.91369746408101,36.03452682495117,449688,0.0,0.0,-0.03316738807138786,38.84563312530518,34.06513492584229,2,1.431342470194764,38.84563312530518,,,3.614919428860956,
2003-02-11,36.062408286419775,36.9825567965437,35.504742178897814,35.70922088623047,701960,0.0,0.0,-0.009027617881621652,38.51614532470703,34.14608943939209,2,1.4778146176458833,38.51614532470703,,,3.5840328401907073,
2003-02-12,36.08100473341106,36.24830346096378,34.96567231922756,35.23521041870117,459064,0.0,0.0,-0.01327417557049182,38.12066802978516,34.220166053771976,2,1.2826311417362248,38.12066802978516,,,3.524811438461026,
2003-02-13,35.23521041870117,35.23521041870117,35.23521041870117,35.23521041870117,0,0.0,0.0,0.0,37.6945182800293,34.289874362945554,2,0.0,37.6945182800293,,,3.4886244973146354,
2003-02-14,33.93399166050444,35.579105385511305,33.13466947338225,33.450679779052734,790336,0.0,0.0,-0.05064623194931439,37.22840213775635,34.33829845428467,2,2.444435912129052,37.22840213775635,,,3.595935563637108,
2003-02-17,34.38940377116918,35.6906244544026,34.04550859888309,35.5790901184082,795272,0.0,0.0,0.06362831348761722,36.93702163696289,34.41841630935669,2,1.6451158555195136,36.93702163696289,,,3.930924883191923,
2003-02-18,36.13677850621416,36.43420169544596,35.18874740885857,35.36534118652344,819688,0.0,0.0,-0.006007712147033661,36.68886051177979,34.4987202835083,2,1.245454286587389,36.68886051177979,,,3.9048461456927726,
2003-02-19,35.87652660031305,36.03453316292034,35.25379819055144,35.3839225769043,455960,0.0,0.0,0.0005254124449940445,36.43279819488525,34.57921007156372,2,0.7807349723688972,36.43279819488525,,,3.9004916019922584,
2003-02-20,34.50094385834765,35.495446701594524,34.07339928101359,35.27238082885742,542944,0.0,0.0,-0.0031523285131671575,36.24551486968994,34.651241855621336,2,1.422047420580931,36.24551486968994,,,3.8331124877460696,
2003-02-21,35.31886409464067,35.65346442703526,34.519541866263964,34.658958435058594,494544,0.0,0.0,-0.01739101187343073,36.09726905822754,34.71890529632569,2,1.1339225607712962,36.09726905822754,,,3.775578176388925,
2003-02-24,35.49542479645541,35.49542479645541,34.57527686648902,34.87269973754883,326488,0.0,0.0,0.006166985741672626,36.09076194763183,34.789914493560794,2,0.9201479299663902,36.09076194763183,,,3.441369695936843,
2003-02-25,33.74809812754688,34.9470798200429,33.74809812754688,34.054813385009766,264440,0.0,0.0,-0.023453485353713832,35.92113857269287,34.84521638870239,2,1.1989816924960195,35.92113857269287,,,3.0614402031407706,
2003-02-26,34.408009989758845,34.90990906541572,33.19973307155952,33.45997619628906,422312,0.0,0.0,-0.017467051779016307,35.774751853942874,34.90181966781616,2,1.710175993856197,35.774751853942874,,,3.026144920564045,
2003-02-27,33.27408571673809,34.538129763767536,33.23690853462136,33.971168518066406,280480,0.0,0.0,0.015277725207528237,35.62604026794433,34.963255863189694,2,1.301221229146179,35.62604026794433,,,3.0259838090191393,
2003-02-28,35.235209715511125,36.06241400556795,34.240703864803415,35.727813720703125,694688,0.0,0.0,0.05170988456586367,35.6097749710083,35.03640308380127,2,1.8217101407645373,35.6097749710083,,,3.2258074897018605,
2003-03-03,34.408023057384995,36.424915131116144,34.408023057384995,35.33746719360352,500896,0.0,0.0,-0.010925564327867288,35.436434745788574,35.10769163131714,3,2.016892073731149,35.436434745788574,,,2.6845084018319367,
2003-03-04,34.947083245726674,34.947083245726674,34.20352828305164,34.4544792175293,255760,0.0,0.0,-0.024987302322393323,35.27982368469238,35.17015029907227,3,0.7435549626750344,35.27982368469238,,,2.6542560740059047,
2003-03-05,34.073405929591395,34.94708242287589,33.41350034846777,34.593894958496094,471552,0.0,0.0,0.0040463749310095665,35.165036582946776,35.2334454536438,3,1.533582074408116,35.165036582946776,,,2.6371613608838103,
2003-03-06,34.872742743231726,34.872742743231726,33.45998661811385,33.65517044067383,265080,0.0,0.0,-0.027135554378843296,34.9661361694336,35.28735336303711,3,1.4127561251178733,34.9661361694336,38.36539176940918,0.8772273366307426,2.6317430281730156,
2003-03-07,34.18494316130818,34.18494316130818,32.577006459236145,32.71642303466797,518664,0.0,0.0,-0.027893111035068197,34.73842239379883,35.3259253692627,3,1.6079367020720383,34.73842239379883,38.21649490356445,0.8560812056999112,2.6790150113155913,3.2945900343055943
2003-03-10,32.59559541103687,32.9023107324423,30.0210349338386,30.50434684753418,346400,0.0,0.0,-0.06761363199117953,34.461913394927976,35.33791521072388,3,2.8812757986037028,34.461913394927976,37.97669841766358,0.8032385151560757,2.957990384891094,3.294132490945398
2003-03-11,29.74220410275734,32.307469773907684,29.42619375145307,31.238609313964844,497168,0.0,0.0,0.024070748673971964,34.2383828163147,35.367843322753906,3,2.881276022454614,34.2383828163147,37.707531394958494,0.8284448267579101,3.0426155830401767,3.2170058566854722
2003-03-12,32.10298528757112,32.10298528757112,30.634465355247404,30.773881912231445,481872,0.0,0.0,-0.014876699441471186,34.01531639099121,35.39442539215088,3,1.4685199323237192,34.01531639099121,37.41457092285156,0.8225106196109226,3.044779601089026,3.2019470122945433
2003-03-13,31.3873157816842,31.768385440438376,30.48575423231229,31.17354202270508,390112,0.0,0.0,0.012986990449026958,33.812232971191406,35.42993013381958,3,1.282631208126087,33.812232971191406,37.17105674743652,0.8386509491650367,3.07265731141772,3.165678075403336
2003-03-14,31.17354202270508,31.17354202270508,31.17354202270508,31.17354202270508,0,0.0,0.0,0.0,33.69837608337402,35.47110450744629,3,0.0,33.69837608337402,36.916946487426756,0.8444236316598456,2.885355792971904,3.1559590945236895
2003-03-17,30.31845478769053,31.97286344779829,29.946677305739392,31.080596923828125,373856,0.0,0.0,-0.002981537959634517,33.47345142364502,35.51534610748291,3,2.026186142058897,33.47345142364502,36.687001953125,0.8471827968810267,2.4214241388491318,3.1382169612044644
2003-03-18,31.080596923828125,31.080596923828125,31.080596923828125,31.080596923828125,0,0.0,0.0,0.0,33.25921421051025,35.557263946533205,3,0.0,33.25921421051025,36.46690933227539,0.8522958894221382,2.4257308269156,3.138137126535644
2003-03-19,31.87991680393632,32.15874989551594,30.71811225568792,31.01553535461425,374256,0.0,0.0,-0.0020933178784605655,33.04079484939575,35.593976993560794,3,1.4406376398280187,33.04079484939575,36.215401878356936,0.8564183674888272,2.422640071517832,3.0815153421682324
2003-03-20,31.136362474645324,31.97286176500893,30.485751915473628,31.768383026123047,537616,0.0,0.0,0.02427324445317991,32.865594959259035,35.63394302368164,3,1.487109849535301,32.865594959259035,35.97040035247803,0.883181246658949,2.517085669974767,3.1036765074852686
2003-03-21,31.76838302612305,31.76838302612305,31.76838302612305,31.768383026123047,0,0.0,0.0,0.0,32.72106618881226,35.67679025650025,3,0.0,32.72106618881226,35.77930660247803,0.8878982306471754,2.5017077009868314,3.0005053546058416
2003-03-24,32.25168951410734,32.53052256466158,30.671635560966635,30.92258644104004,328920,0.0,0.0,-0.026623847502326825,32.523560523986816,35.709134845733644,3,1.8588870036949456,32.523560523986816,35.56293174743652,0.8695173575859372,2.538441489162441,3.0081866436551303
2003-03-25,31.58249105082182,31.58249105082182,29.83513829167825,30.47645378112793,351496,0.0,0.0,-0.014427404407543643,32.34464254379272,35.739992218017576,3,1.7473527591435705,32.34464254379272,35.32648128509521,0.862708446255201,2.513084329597577,2.998206863100779
2003-03-26,31.41519119066708,31.41519119066708,29.83513719587021,30.3370361328125,260264,0.0,0.0,-0.004574602062191402,32.188495540618895,35.76945541381836,3,1.58005399479687,32.188495540618895,35.07032688140869,0.8650343133498029,2.4965320349675126,2.974611553774804
2003-03-27,30.0953899617018,30.48575750333164,29.742202442274767,30.048917770385746,241056,0.0,0.0,-0.009497248220472154,31.992383003234863,35.78757974624634,3,0.743555061056874,31.992383003234863,34.796141128540036,0.8635704074018545,2.453871490682979,2.9596273613433524
2003-03-28,30.85753304211549,30.85753304211549,29.74220052252096,29.87232208251953,218000,0.0,0.0,-0.0058769400354330426,31.699608421325685,35.808863964080814,3,1.1153325195945314,31.699608421325685,34.5381275177002,0.8649085584390896,2.0473994413804175,2.951241005330188
2003-03-31,24.146938217479043,29.528417732524403,24.146938217479043,28.5432071685791,230712,0.0,0.0,-0.04449319039440158,31.359895420074466,35.8210396194458,3,5.38147951504536,31.359895420074462,34.28085765838623,0.8326281522188371,2.1985557686066657,2.97833488119927
2003-04-02,28.5432071685791,28.5432071685791,28.5432071685791,28.5432071685791,0,0.0,0.0,0.0,31.06433181762696,35.83182109832764,4,0.0,31.064331817626954,34.0451505279541,0.8383927439281723,2.182143501139687,2.9670763547550023
2004-05-06,88.20420024390361,91.08547548896264,84.6165501111409,86.16871643066406,19760,0.0,0.0,2.018886977967921,33.64307289123535,36.421181182861325,5,6.468925377821748,33.64307289123535,34.95842147827148,2.464891513600593,45.41486857720915,28.798688991061233
2004-05-07,86.43825032615536,86.43825032615536,82.60894175777683,83.14801788330078,31344,0.0,0.0,-0.035055628916021986,36.1177152633667,36.97661657333374,5,3.829308568378522,36.1177152633667,35.84102088928223,2.319912095700518,45.42611138008521,28.7978693108229
2004-05-10,82.53459339893239,83.27814829441827,81.4285532227477,82.60894775390625,4904,0.0,0.0,-0.006483258929288249,38.612341499328615,37.52071283340454,5,1.8495950716705776,38.612341499328615,36.74072235107422,2.248430146923634,45.399081316276465,28.78641248699239
2004-05-11,84.76525089252596,84.76525089252596,77.14381386052253,78.30561828613281,21032,0.0,0.0,-0.05209277668798229,41.00240507125854,38.018894538879394,5,7.621437032003428,41.00240507125854,37.606777877807616,2.0822208842396535,45.371628965576605,28.774513116139943
2004-05-12,76.02850687125999,80.8616148875259,68.03528976743559,73.20299530029297,134928,0.0,0.0,-0.06516292314038818,43.10062437057495,38.46605001449585,5,12.826325120090315,43.10062437057495,38.321892166137694,1.910213487970127,45.48676661661,28.804287747248008
2004-05-13,66.92926031730082,74.35552016270097,65.99052414439711,71.25117492675781,55456,0.0,0.0,-0.026663121714192273,45.12448902130127,38.88429985046387,5,8.364996018303856,45.12448902130127,39.01916145324707,1.826056026655808,45.50163898742747,28.803598704929144
2004-05-14,72.49662070192916,73.4260645570821,65.06106986070566,66.20428466796875,31144,0.0,0.0,-0.07083237945166487,46.87602615356445,39.226614017486575,5,8.364994696376442,46.87602615356445,39.604339141845706,1.6716422013975156,45.612838062066984,28.83960772389721
2004-05-17,63.20216173774248,63.20216173774248,53.18276134977501,55.4227180480957,33968,0.0,0.0,-0.16285300375867418,48.08848495483399,39.46603847503662,5,10.019400387967472,48.08848495483399,39.99173110961914,1.3858544381632176,45.91469791427358,28.95961720756677
2004-05-18,59.67027460101471,61.34327295431419,55.76661177664926,59.51226806640625,29128,0.0,0.0,0.0737883337796903,49.51006851196289,39.74691627502441,5,5.576661177664924,49.51006851196289,40.405891036987306,1.4728611729395866,45.87755694727682,28.958774762258223
2004-05-19,62.83037216818377,65.80459096904454,61.06442975517269,63.611106872558594,39960,0.0,0.0,0.06887384634003002,51.13659400939942,40.07064125061035,5,4.7401612138718505,51.13659400939942,40.926379165649415,1.5542813258679151,45.84056705366858,28.95182276611024
2004-05-20,64.13161037213997,64.13161037213997,61.34327948639476,62.09612655639648,32104,0.0,0.0,-0.02381628603314978,52.69062356948852,40.38581562042236,5,2.7883308857452107,52.69062356948852,41.43050895690918,1.4988019244702275,45.86434630559355,28.95370707267535
2004-05-21,60.43244312095543,61.34329700247776,58.75944411179695,60.0699577331543,31176,0.0,0.0,-0.0326295525277569,54.10570230484009,40.66827369689941,5,2.5838528906808094,54.10570230484009,41.879244537353514,1.4343610634995068,45.91957151163544,28.96679812979155
2004-05-24,60.04205319639157,66.91064328475655,60.04205319639157,66.61322021484375,54792,0.0,0.0,0.10892736949734938,55.84794416427612,41.01616439819336,5,6.868590088364975,55.84794416427612,42.466094970703125,1.568621279182827,45.88549646359889,28.983527221405065
2004-05-25,65.2469573020935,65.2469573020935,61.715070724487305,63.94573593139648,32648,0.0,0.0,-0.040044367692238736,57.499101638793945,41.30326965332032,5,3.531886577606201,57.499101638793945,43.02431915283203,1.4862695608092458,45.90357550904394,28.986787680003957
2004-05-26,65.99047873978675,66.91992210231896,63.94570334221589,64.48477935791016,18416,0.0,0.0,0.008429700880946633,59.19951791763306,41.57559627532959,5,2.9742187601030707,59.19951791763306,43.599830322265625,1.479014456736979,45.88067280865957,28.982960587711577
2004-05-27,65.06104699452517,66.4459201211293,64.28031216144163,64.67997741699219,14072,0.0,0.0,0.0030270408153003636,60.91666498184204,41.86232959747314,5,2.1656079596876765,60.91666498184204,44.18872566223145,1.4637212648174378,45.87318111775281,28.978793870202107
2004-05-28,65.06107827978856,65.06107827978856,61.34330237808636,61.82661437988281,17040,0.0,0.0,-0.04411509018801485,62.50554981231689,42.11142063140869,5,3.717775901702197,62.50554981231689,44.72055374145508,1.382510036376646,45.917351050421644,28.995240779457593
2004-05-31,58.83379110301611,60.39525551430322,57.77422292774559,58.89885330200195,11976,0.0,0.0,-0.04735438139781911,63.95687637329102,42.32156784057617,5,2.6210325865576323,63.95687637329102,45.229517211914064,1.3022215785776108,45.96922358410457,28.993399014487224
2004-06-01,61.31543485926927,63.016316606552095,59.02899872911054,59.56808090209961,29320,0.0,0.0,0.011362319681611055,65.50812005996704,42.55662452697754,6,3.987317877441555,65.50812005996704,45.709297027587894,1.3031939840629627,45.90556219239148,28.990640742918337
2004-06-02,61.064448291063314,61.064448291063314,59.31709534972943,59.48439407348633,4560,0.0,0.0,-0.001404893818063746,67.0551794052124,42.78257209777832,6,1.7473529413338866,67.0551794052124,46.19167808532715,1.287772961259479,45.90693092726953,28.989564077034697
2004-06-03,60.971517316082384,61.975315551955056,58.220365755116525,58.49919891357422,13808,0.0,0.0,-0.01656224586729438,65.67170352935791,42.98128730773926,6,3.754949796838531,65.67170352935791,46.65398361206055,1.2538950457051978,5.817171134374387,28.994064556579403
2004-06-04,60.40456072472636,60.41385289448308,57.43963244429314,58.34119415283203,23944,0.0,0.0,-0.002700973067607637,64.43136234283448,43.1752624130249,6,2.9742204501899394,64.43136234283448,47.11535987854004,1.2382627300997249,5.810861949236519,28.993962394354728
2004-06-07,59.48440603729963,59.48440603729963,58.183184655233696,58.90814971923828,9608,0.0,0.0,0.009717928723245617,63.24632244110107,43.37332695007324,6,1.3012213820659326,63.24632244110107,47.60034370422363,1.2375572345712136,5.835941166192788,28.987599493499495
2004-06-08,58.29468576804288,58.908116085917264,56.96558296406717,57.606895446777344,10272,0.0,0.0,-0.02208954582112721,62.2113862991333,43.57520183563233,6,1.9425331218500967,62.2113862991333,48.055027618408204,1.1987693754796669,5.77409334840264,28.995049793349313
2004-06-09,57.62551152976395,60.395252723555146,57.532567156328845,59.42863464355469,31424,0.0,0.0,0.03162363086308706,61.52266826629639,43.80217197418213,6,2.8626855672263005,61.522668266296385,48.5625040435791,1.2237555664391713,5.724616368880236,28.985093880361852
2004-06-10,60.41383074170787,67.8493791406873,59.484387191835445,64.8658676147461,54480,0.0,0.0,0.09149180363646625,61.2034029006958,44.0869535446167,6,8.36499194885186,61.2034029006958,49.190621871948245,1.3186632969106031,6.125811724412161,28.989396844091015
2004-06-11,67.8586971362196,75.84262253770953,67.8586971362196,69.6060562133789,1495680,0.0,0.0,0.07307677786391342,61.37349147796631,44.38837238311768,6,7.983925401489927,61.37349147796631,49.90331962585449,1.3948181550895582,6.1305393561168655,28.99391574025023
2004-06-14,69.43872949927004,69.70827041402035,63.75983133869061,64.20596313476562,295448,0.0,0.0,-0.0775807935743289,61.81265373229981,44.63253715515137,6,5.948439075329738,61.81265373229981,50.47288261413574,1.2720882939383318,5.119779119395972,29.03510364699556
2004-06-15,65.43282178050755,66.36226527170795,63.73194132618541,64.54985046386719,172688,0.0,0.0,0.00535600296782035,62.06453285217285,44.89426834106445,6,2.630323945522548,62.06453285217285,51.05713027954101,1.2642671084421055,4.884457585692677,29.03121124182021
2004-06-16,65.06102450082467,65.32126746425375,63.57391536937725,63.88063049316406,62312,0.0,0.0,-0.010367490643184873,62.07800903320312,45.13350681304932,6,1.7473520948765042,62.078009033203124,51.64565330505371,1.2369023607048284,4.656677456261494,29.026153112134857
2004-06-17,63.666876400308816,64.63349985860124,63.666876400308816,64.06653594970703,30208,0.0,0.0,0.0029102007151113884,62.176529502868654,45.37460433959961,6,0.9666234582924248,62.176529502868654,52.23510612487793,1.22650341317473,4.619255638833071,29.026378313747607
2004-06-18,64.21527232142415,69.33650522361651,64.21527232142415,66.15780639648438,91440,0.0,0.0,0.03264216514560769,62.48092193603516,45.62527530670166,6,5.121232902192361,62.48092193603516,52.88515884399414,1.2509711201141174,4.588069845087229,29.013975971725202
2004-06-21,66.91992009092348,68.40702942627735,64.54054742350608,65.45140075683594,49328,0.0,0.0,-0.010677585580981086,62.42283096313477,45.87817665100098,6,3.866482002771264,62.422830963134764,53.5398583984375,1.222479900296973,3.9014740000589425,29.007640790283816
2004-06-22,65.43285489330604,65.61874368561658,63.573966970200765,63.927154541015625,20064,0.0,0.0,-0.0232882138226983,62.421901893615725,46.09250648498535,6,2.0447767154158143,62.421901893615725,54.20831455230713,1.1792868874262916,3.8286360123382144,28.982965476847017
2004-06-23,64.59633425367238,65.06105608283549,61.58493453154587,62.68168258666992,22912,0.0,0.0,-0.019482674667564148,62.33174705505371,46.272353706359866,6,3.476121551289623,62.33174705505371,54.83717601776123,1.1430508851580528,3.8496953617145127,28.99257977100306
2004-06-24,63.19289302413975,64.31751787388264,61.919553746685786,63.72267150878906,21592,0.0,0.0,0.01660754592348046,62.28388175964356,46.45536136627197,6,2.3979641271968504,62.283881759643556,55.496151809692385,1.1482358583583794,3.868584475137593,28.985340099369427
2004-06-25,63.20218519398872,65.06107299381192,63.20218519398872,63.72267150878906,60280,0.0,0.0,0.0,62.37868461608887,46.65909557342529,6,1.8588877998232007,62.37868461608887,56.147134399414064,1.1349229518194976,3.7272492135502517,28.98782895552982
2004-06-28,64.83801111969426,67.84941194646873,64.83801111969426,66.80843353271484,100536,0.0,0.0,0.04842486905936094,62.77416362762451,46.888389358520506,6,3.0114008267744765,62.77416362762451,56.859832229614256,1.1749671237671901,3.672433113415231,28.984468891283164
2004-06-29,67.8493991127973,68.01669786644565,65.52578955413986,66.35299682617188,47952,0.0,0.0,-0.0068170541121870265,63.11340942382813,47.12614109039307,6,2.490908312305791,63.113409423828124,57.565280227661134,1.1526565416472703,3.6834265458337576,28.985533259851632
2004-06-30,66.17640454311426,67.10584842714675,64.68929432866224,64.87518310546875,20576,0.0,0.0,-0.02227199661493251,63.382948875427246,47.35404064178467,6,2.416554098484511,63.382948875427246,58.24117195129394,1.1139058664499868,3.7348314858041944,28.99264988172553
2004-07-01,65.79528872917071,66.14847602311472,65.07961630523047,65.69304656982422,15168,0.0,0.0,0.012606723021125976,63.74264125823974,47.57506202697754,7,1.0688597178842514,63.74264125823974,58.93472217559815,1.114674747665551,3.7030137197174335,28.989657232505124
2004-07-02,66.54816992154124,69.15061232070767,66.54816992154124,67.98880767822266,123232,0.0,0.0,0.034946790083153045,64.22502193450927,47.81476551055909,7,2.6024423991664207,64.22502193450927,59.65913066864014,1.1396211596821175,3.749397604959152,28.989295022365845
2004-07-05,67.66350955774288,68.12823146404607,65.24695564496635,65.71167755126953,22040,0.0,0.0,-0.033492720415547295,64.56519832611085,48.05865158081055,7,2.8812758190797183,64.56519832611085,60.337996559143065,1.0890596522683547,3.8638004218804123,29.001305474719718
2004-07-06,65.5350563214357,66.91992935076024,65.5350563214357,66.33438110351562,39312,0.0,0.0,0.009476299730139193,65.00157260894775,48.30458209991455,7,1.3848730293245382,65.00157260894775,61.04623245239258,1.0866253073889047,3.8062851126981503,28.990430151213108
2004-07-07,66.91994480600276,67.47761101271945,65.06105745028046,65.51648712158203,39640,0.0,0.0,-0.012329865272388107,65.30596523284912,48.53675720214844,7,2.416553562438992,65.30596523284912,61.74703311920166,1.0610467226029063,3.788090569083126,28.989721543184633
2004-07-08,65.06106519946162,66.94783495567107,62.26344166503465,62.78392791748047,80424,0.0,0.0,-0.0417079627457837,65.20186824798584,48.733148918151855,7,4.684393290636422,65.20186824798584,62.39597095489502,1.006217660477884,3.3425159036455767,29.004722991785627
2004-07-09,58.57353918999467,64.13161100958385,58.04375518186249,63.66688919067383,29280,0.0,0.0,0.014063492082780682,64.90490989685058,48.93223575592041,7,6.087855827721363,64.90490989685058,63.06833038330078,1.0094906398145516,2.882010960974448,28.999443986363588
2004-07-12,64.13161849952449,65.59084631590017,63.20217475315458,64.912353515625,22272,0.0,0.0,0.01956219851139851,64.94022941589355,49.15362926483154,7,2.3886715627455857,64.94022941589355,63.76913101196289,1.0179275220709476,2.3463435902640857,28.994471711817717
2004-07-13,65.99980725724838,67.10584773702251,65.43284876296933,65.68379974365234,48160,0.0,0.0,0.011884428560145377,64.9969268798828,49.39640026092529,7,1.6729989740531863,64.9969268798828,64.51194286346436,1.018164960287557,2.357518221413434,28.973934152341375
2004-07-14,66.91065958256574,68.77883929980243,66.08345235426962,67.37538146972656,74376,0.0,0.0,0.025753408491531404,65.17166442871094,49.66686843872071,7,2.6953869455328032,65.17166442871094,65.2885863494873,1.0319626329335532,2.4026911540198843,28.969693309712024
2004-07-15,68.22116237894421,68.36987109045728,67.33819093126034,67.58914184570312,36024,0.0,0.0,0.003172677783985778,65.34779472351075,49.937708168029786,7,1.031680159196938,65.34779472351075,64.91699485778808,1.0411625182861413,2.40269658022136,4.56980408183423
